Date,Room,Type,Description,Additional Description
2025-08-21T00:52:36.270,103,Value monitoring,DND 1 -> 0,
2025-08-21T00:52:36.279,103,Value monitoring,MUR 0 -> 1,
2025-08-21T00:52:39.006,103,Value monitoring,DND 0 -> 1,
2025-08-21T00:52:39.015,103,Value monitoring,MUR 1 -> 0,
2025-08-21T00:52:49.303,103,Value monitoring,DND 1 -> 0,
2025-08-21T00:52:49.317,103,Value monitoring,MUR 0 -> 1,
2025-08-21T00:52:59.608,103,Value monitoring,DND 0 -> 1,
2025-08-21T00:52:59.618,103,Value monitoring,MUR 1 -> 0,
2025-08-21T00:53:04.300,103,Value monitoring,Window  0 -> 1,
2025-08-21T00:53:04.308,103,Value monitoring,Door 1 -> 0,
2025-08-21T00:53:09.658,103,Value monitoring,DND 1 -> 0,
2025-08-21T00:53:09.667,103,Value monitoring,MUR 0 -> 1,
2025-08-21T00:53:19.502,103,Value monitoring,DND 0 -> 1,
2025-08-21T00:53:19.508,103,Value monitoring,MUR 1 -> 0,
2025-08-21T00:53:29.875,103,Value monitoring,DND 1 -> 0,
2025-08-21T00:53:29.886,103,Value monitoring,MUR 0 -> 1,
2025-08-21T00:53:34.770,103,Value monitoring,Window  1 -> 0,
2025-08-21T00:53:34.779,103,Value monitoring,Door 0 -> 1,
2025-08-21T00:53:39.552,103,Value monitoring,DND 0 -> 1,
2025-08-21T00:53:39.563,103,Value monitoring,MUR 1 -> 0,
2025-08-21T00:53:49.195,103,Value monitoring,DND 1 -> 0,
2025-08-21T00:53:49.202,103,Value monitoring,MUR 0 -> 1,
2025-08-21T00:53:59.085,103,Value monitoring,DND 0 -> 1,
2025-08-21T00:53:59.095,103,Value monitoring,MUR 1 -> 0,
2025-08-21T00:54:03.904,103,Value monitoring,Window  0 -> 1,
2025-08-21T00:54:03.912,103,Value monitoring,Door 1 -> 0,
2025-08-21T00:54:09.118,103,Value monitoring,DND 1 -> 0,
2025-08-21T00:54:09.126,103,Value monitoring,MUR 0 -> 1,
2025-08-21T07:04:30.805,103,Value monitoring,Door 1 -> 0,
2025-08-21T07:04:33.280,103,Value monitoring,DND 1 -> 0,
2025-08-21T07:04:33.302,103,Value monitoring,MUR 0 -> 1,
2025-08-21T07:04:43.206,103,Value monitoring,DND 0 -> 1,
2025-08-21T07:04:43.233,103,Value monitoring,MUR 1 -> 0,
2025-08-21T07:04:52.826,103,Value monitoring,DND 1 -> 0,
2025-08-21T07:04:52.836,103,Value monitoring,MUR 0 -> 1,
2025-08-21T07:05:00.183,103,Value monitoring,Window  1 -> 0,
2025-08-21T07:05:00.190,103,Value monitoring,Door 0 -> 1,
2025-08-21T07:05:02.562,103,Value monitoring,DND 0 -> 1,
2025-08-21T07:05:02.567,103,Value monitoring,MUR 1 -> 0,
2025-08-21T07:05:12.754,103,Value monitoring,DND 1 -> 0,
2025-08-21T07:05:12.761,103,Value monitoring,MUR 0 -> 1,
2025-08-21T07:05:22.646,103,Value monitoring,DND 0 -> 1,
2025-08-21T07:05:22.674,103,Value monitoring,MUR 1 -> 0,
2025-08-21T07:05:24.492,101,Value monitoring,Window  1 -> 0,
2025-08-21T07:05:30.207,103,Value monitoring,Window  0 -> 1,
2025-08-21T07:05:30.226,103,Value monitoring,Door 1 -> 0,
2025-08-21T07:05:32.639,103,Value monitoring,DND 1 -> 0,
2025-08-21T07:05:32.644,103,Value monitoring,MUR 0 -> 1,
2025-08-21T07:05:45.645,103,Value monitoring,DND 0 -> 1,
2025-08-21T07:05:45.668,103,Value monitoring,MUR 1 -> 0,
2025-08-21T07:05:53.359,103,Value monitoring,DND 1 -> 0,
2025-08-21T07:05:53.368,103,Value monitoring,MUR 0 -> 1,
2025-08-21T07:06:01.110,103,Value monitoring,Window  1 -> 0,
2025-08-21T07:06:01.121,103,Value monitoring,Door 0 -> 1,
2025-08-21T07:06:03.731,103,Value monitoring,DND 0 -> 1,
2025-08-21T07:06:03.741,103,Value monitoring,MUR 1 -> 0,
2025-08-21T07:06:14.387,103,Value monitoring,DND 1 -> 0,
2025-08-21T07:06:14.396,103,Value monitoring,MUR 0 -> 1,
2025-08-21T07:06:24.467,103,Value monitoring,DND 0 -> 1,
2025-08-21T07:06:24.477,103,Value monitoring,MUR 1 -> 0,
2025-08-04T13:34:59.803,101,Value monitoring,Window  0 -> 1,
2025-08-04T13:35:15.683,101,Value monitoring,Door 1 -> 0,
2025-08-04T13:35:18.718,101,Value monitoring,Door 0 -> 1,
2025-08-18T18:12:29.040,101,Value monitoring,Door 1 -> 0,
2025-08-18T18:12:34.999,101,Value monitoring,Door 0 -> 1,
2025-08-18T18:14:16.418,101,Value monitoring,Door 1 -> 0,
2025-08-18T18:14:24.013,101,Value monitoring,Door 0 -> 1,
2025-08-20T12:08:16.683,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:08:16.690,103,Value monitoring,MUR 0 -> 1,
2025-08-21T00:54:21.101,103,Value monitoring,DND 0 -> 1,
2025-08-21T00:54:21.110,103,Value monitoring,MUR 1 -> 0,
2025-08-21T00:54:30.953,103,Value monitoring,DND 1 -> 0,
2025-08-21T00:54:30.959,103,Value monitoring,MUR 0 -> 1,
2025-08-21T00:54:33.328,103,Value monitoring,Window  1 -> 0,
2025-08-21T00:54:33.337,103,Value monitoring,Door 0 -> 1,
2025-08-21T00:54:40.955,103,Value monitoring,DND 0 -> 1,
2025-08-21T00:54:40.963,103,Value monitoring,MUR 1 -> 0,
2025-08-21T00:54:50.838,103,Value monitoring,DND 1 -> 0,
2025-08-21T00:54:50.845,103,Value monitoring,MUR 0 -> 1,
2025-08-21T00:55:00.382,103,Value monitoring,DND 0 -> 1,
2025-08-21T00:55:00.389,103,Value monitoring,MUR 1 -> 0,
2025-08-21T00:55:05.414,103,Value monitoring,Window  0 -> 1,
2025-08-21T00:55:05.421,103,Value monitoring,Door 1 -> 0,
2025-08-21T00:55:10.264,103,Value monitoring,DND 1 -> 0,
2025-08-21T00:55:10.267,103,Value monitoring,MUR 0 -> 1,
2025-08-21T07:06:29.345,103,Value monitoring,Window  0 -> 1,
2025-08-21T07:06:29.355,103,Value monitoring,Door 1 -> 0,
2025-08-21T07:06:34.341,103,Value monitoring,DND 1 -> 0,
2025-08-21T07:06:34.350,103,Value monitoring,MUR 0 -> 1,
2025-08-21T07:06:44.462,103,Value monitoring,DND 0 -> 1,
2025-08-21T07:06:44.473,103,Value monitoring,MUR 1 -> 0,
2025-08-21T07:06:54.550,103,Value monitoring,DND 1 -> 0,
2025-08-21T07:06:54.555,103,Value monitoring,MUR 0 -> 1,
2025-08-21T07:06:59.449,103,Value monitoring,Window  1 -> 0,
2025-08-21T07:06:59.457,103,Value monitoring,Door 0 -> 1,
2025-08-21T07:07:04.419,103,Value monitoring,DND 0 -> 1,
2025-08-21T07:07:04.426,103,Value monitoring,MUR 1 -> 0,
2025-08-21T07:07:14.383,103,Value monitoring,DND 1 -> 0,
2025-08-21T07:07:14.391,103,Value monitoring,MUR 0 -> 1,
2025-08-21T07:07:24.265,103,Value monitoring,DND 0 -> 1,
2025-08-21T07:07:24.271,103,Value monitoring,MUR 1 -> 0,
2025-08-21T07:07:31.373,103,Value monitoring,Window  0 -> 1,
2025-08-21T07:07:31.384,103,Value monitoring,Door 1 -> 0,
2025-08-21T07:07:33.940,103,Value monitoring,DND 1 -> 0,
2025-08-21T07:07:33.971,103,Value monitoring,MUR 0 -> 1,
2025-08-21T07:07:43.607,103,Value monitoring,DND 0 -> 1,
2025-08-21T07:07:43.674,103,Value monitoring,MUR 1 -> 0,
2025-08-21T07:07:53.268,103,Value monitoring,DND 1 -> 0,
2025-08-21T07:07:53.277,103,Value monitoring,MUR 0 -> 1,
2025-08-21T07:08:00.807,103,Value monitoring,Window  1 -> 0,
2025-08-21T07:08:00.816,103,Value monitoring,Door 0 -> 1,
2025-08-21T07:08:03.303,103,Value monitoring,DND 0 -> 1,
2025-08-21T07:08:03.310,103,Value monitoring,MUR 1 -> 0,
2025-08-21T07:08:13.454,103,Value monitoring,DND 1 -> 0,
2025-08-21T07:08:13.464,103,Value monitoring,MUR 0 -> 1,
2025-08-21T07:08:23.102,103,Value monitoring,DND 0 -> 1,
2025-08-21T07:08:23.110,103,Value monitoring,MUR 1 -> 0,
2025-08-21T07:08:30.210,103,Value monitoring,Window  0 -> 1,
2025-08-21T07:08:30.214,103,Value monitoring,Door 1 -> 0,
2025-08-21T07:08:32.720,103,Value monitoring,DND 1 -> 0,
2025-08-21T07:08:32.731,103,Value monitoring,MUR 0 -> 1,
2025-08-21T07:08:42.719,103,Value monitoring,DND 0 -> 1,
2025-08-21T07:08:42.724,103,Value monitoring,MUR 1 -> 0,
2025-08-21T07:08:54.812,103,Value monitoring,DND 1 -> 0,
2025-08-21T07:08:54.817,103,Value monitoring,MUR 0 -> 1,
2025-08-21T07:09:00.058,103,Value monitoring,Window  1 -> 0,
2025-08-21T07:09:00.074,103,Value monitoring,Door 0 -> 1,
2025-08-21T07:09:02.643,103,Value monitoring,DND 0 -> 1,
2025-08-21T07:09:02.664,103,Value monitoring,MUR 1 -> 0,
2025-08-21T07:09:13.013,103,Value monitoring,DND 1 -> 0,
2025-08-21T07:09:13.017,103,Value monitoring,MUR 0 -> 1,
2025-08-04T13:38:03.912,101,Value monitoring,Door 1 -> 0,
2025-08-04T13:38:10.678,101,Value monitoring,Door 0 -> 1,
2025-08-19T08:15:18.974,101,Value monitoring,Door 1 -> 0,
2025-08-19T08:15:21.581,101,Value monitoring,Door 0 -> 1,
2025-08-19T08:15:56.275,101,Value monitoring,Window  1 -> 0,
2025-08-19T08:19:39.423,101,Value monitoring,Door 1 -> 0,
2025-08-19T08:19:42.244,101,Value monitoring,Door 0 -> 1,
2025-08-19T08:21:46.826,101,Value monitoring,Door 1 -> 0,
2025-08-19T08:21:51.753,101,Value monitoring,Door 0 -> 1,
2025-08-20T12:08:26.821,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:08:26.828,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:08:36.338,103,Value monitoring,Window  1 -> 0,
2025-08-20T12:08:36.371,103,Value monitoring,Door 0 -> 1,
2025-08-20T12:08:36.380,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:08:36.388,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:08:46.523,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:08:46.545,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:08:56.266,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:08:56.289,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:09:02.688,101,Value monitoring,Door 1 -> 0,
2025-08-20T12:09:06.083,103,Value monitoring,Door 1 -> 0,
2025-08-20T12:09:06.089,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:09:06.100,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:09:08.059,101,Value monitoring,Door 0 -> 1,
2025-08-20T12:09:08.938,103,Value monitoring,Window  0 -> 1,
2025-08-20T12:09:15.999,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:09:16.005,103,Value monitoring,MUR 0 -> 1,
2025-08-21T00:55:20.528,103,Value monitoring,DND 0 -> 1,
2025-08-21T00:55:20.538,103,Value monitoring,MUR 1 -> 0,
2025-08-21T00:55:30.465,103,Value monitoring,DND 1 -> 0,
2025-08-21T00:55:30.473,103,Value monitoring,MUR 0 -> 1,
2025-08-21T00:55:35.249,103,Value monitoring,Window  1 -> 0,
2025-08-21T00:55:35.260,103,Value monitoring,Door 0 -> 1,
2025-08-21T00:55:40.115,103,Value monitoring,DND 0 -> 1,
2025-08-21T00:55:40.133,103,Value monitoring,MUR 1 -> 0,
2025-08-21T00:55:49.916,103,Value monitoring,DND 1 -> 0,
2025-08-21T00:55:49.920,103,Value monitoring,MUR 0 -> 1,
2025-08-21T00:55:59.864,103,Value monitoring,DND 0 -> 1,
2025-08-21T00:55:59.955,103,Value monitoring,MUR 1 -> 0,
2025-08-21T00:56:04.563,103,Value monitoring,Window  0 -> 1,
2025-08-21T00:56:04.573,103,Value monitoring,Door 1 -> 0,
2025-08-21T00:56:09.772,103,Value monitoring,DND 1 -> 0,
2025-08-21T00:56:09.781,103,Value monitoring,MUR 0 -> 1,
2025-08-21T00:56:19.609,103,Value monitoring,DND 0 -> 1,
2025-08-21T00:56:19.614,103,Value monitoring,MUR 1 -> 0,
2025-08-21T00:56:29.587,103,Value monitoring,DND 1 -> 0,
2025-08-21T00:56:29.594,103,Value monitoring,MUR 0 -> 1,
2025-08-21T00:56:34.336,103,Value monitoring,Window  1 -> 0,
2025-08-21T00:56:34.342,103,Value monitoring,Door 0 -> 1,
2025-08-21T07:09:24.471,103,Value monitoring,DND 0 -> 1,
2025-08-21T07:09:24.537,103,Value monitoring,MUR 1 -> 0,
2025-08-21T07:09:29.488,103,Value monitoring,Window  0 -> 1,
2025-08-21T07:09:29.505,103,Value monitoring,Door 1 -> 0,
2025-08-21T07:09:34.374,103,Value monitoring,DND 1 -> 0,
2025-08-21T07:09:34.377,103,Value monitoring,MUR 0 -> 1,
2025-08-21T07:09:44.374,103,Value monitoring,DND 0 -> 1,
2025-08-21T07:09:44.385,103,Value monitoring,MUR 1 -> 0,
2025-08-21T07:09:54.034,103,Value monitoring,DND 1 -> 0,
2025-08-21T07:09:54.058,103,Value monitoring,MUR 0 -> 1,
2025-08-21T07:10:01.429,103,Value monitoring,Window  1 -> 0,
2025-08-21T07:10:01.476,103,Value monitoring,Door 0 -> 1,
2025-08-21T07:10:03.991,103,Value monitoring,DND 0 -> 1,
2025-08-21T07:10:03.997,103,Value monitoring,MUR 1 -> 0,
2025-08-21T07:10:13.987,103,Value monitoring,DND 1 -> 0,
2025-08-21T07:10:13.997,103,Value monitoring,MUR 0 -> 1,
2025-08-21T07:10:23.921,103,Value monitoring,DND 0 -> 1,
2025-08-21T07:10:23.931,103,Value monitoring,MUR 1 -> 0,
2025-08-21T07:10:31.263,103,Value monitoring,Window  0 -> 1,
2025-08-21T07:10:31.293,103,Value monitoring,Door 1 -> 0,
2025-08-21T07:10:33.905,103,Value monitoring,DND 1 -> 0,
2025-08-04T13:40:36.206,101,Value monitoring,Door 1 -> 0,
2025-08-04T13:40:49.414,101,Value monitoring,Door 0 -> 1,
2025-08-04T13:42:30.392,101,Value monitoring,Door 1 -> 0,
2025-08-04T13:42:33.515,101,Value monitoring,Door 0 -> 1,
2025-08-19T08:32:51.675,101,Value monitoring,Door 1 -> 0,
2025-08-19T08:32:56.620,101,Value monitoring,Door 0 -> 1,
2025-08-19T08:50:09.706,101,Value monitoring,Door 1 -> 0,
2025-08-19T08:50:14.886,101,Value monitoring,Door 0 -> 1,
2025-08-19T08:51:50.640,101,Value monitoring,Door 1 -> 0,
2025-08-19T08:51:53.309,101,Value monitoring,Door 0 -> 1,
2025-08-20T12:09:22.911,101,Value monitoring,Door 1 -> 0,
2025-08-20T12:09:26.077,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:09:26.087,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:09:27.644,101,Value monitoring,Door 0 -> 1,
2025-08-20T12:09:38.316,103,Value monitoring,Window  1 -> 0,
2025-08-20T12:09:38.323,103,Value monitoring,Door 0 -> 1,
2025-08-20T12:09:38.334,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:09:38.342,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:09:48.201,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:09:48.212,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:09:58.329,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:09:58.338,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:10:08.161,103,Value monitoring,Window  0 -> 1,
2025-08-20T12:10:08.173,103,Value monitoring,Door 1 -> 0,
2025-08-20T12:10:08.185,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:10:08.194,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:10:17.908,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:10:17.918,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:10:28.267,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:10:28.276,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:10:38.284,103,Value monitoring,Window  1 -> 0,
2025-08-20T12:10:38.291,103,Value monitoring,Door 0 -> 1,
2025-08-20T12:10:38.300,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:10:38.309,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:10:48.091,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:10:48.097,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:10:57.891,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:10:57.899,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:11:07.819,103,Value monitoring,Window  0 -> 1,
2025-08-20T12:11:07.827,103,Value monitoring,Door 1 -> 0,
2025-08-20T12:11:07.830,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:11:07.839,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:11:17.883,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:11:17.891,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:11:26.787,101,Value monitoring,Door 1 -> 0,
2025-08-20T12:11:27.591,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:11:27.602,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:11:31.781,101,Value monitoring,Door 0 -> 1,
2025-08-20T12:11:37.272,103,Value monitoring,Window  1 -> 0,
2025-08-20T12:11:37.281,103,Value monitoring,Door 0 -> 1,
2025-08-20T12:11:37.290,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:11:37.301,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:11:47.190,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:11:47.198,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:11:57.036,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:11:57.154,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:12:06.962,103,Value monitoring,Window  0 -> 1,
2025-08-20T12:12:06.971,103,Value monitoring,Door 1 -> 0,
2025-08-20T12:12:06.980,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:12:06.989,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:12:16.954,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:12:16.975,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:12:26.842,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:12:26.855,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:12:35.350,101,Value monitoring,Door 1 -> 0,
2025-08-20T12:12:38.120,101,Value monitoring,Door 0 -> 1,
2025-08-20T12:12:39.041,103,Value monitoring,Window  1 -> 0,
2025-08-20T12:12:39.048,103,Value monitoring,Door 0 -> 1,
2025-08-20T12:12:39.057,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:12:39.066,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:12:46.646,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:12:46.671,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:12:56.460,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:12:56.471,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:13:08.502,103,Value monitoring,Window  0 -> 1,
2025-08-20T12:13:08.508,103,Value monitoring,Door 1 -> 0,
2025-08-20T12:13:08.517,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:13:08.525,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:13:18.142,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:13:18.168,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:13:28.517,103,Value monitoring,DND 0 -> 1,
2025-08-04T14:12:10.549,101,Value monitoring,Door 1 -> 0,
2025-08-04T14:12:13.455,101,Value monitoring,Door 0 -> 1,
2025-08-19T08:56:33.155,101,Value monitoring,Door 1 -> 0,
2025-08-19T08:56:35.820,101,Value monitoring,Door 0 -> 1,
2025-08-20T12:13:28.522,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:13:38.805,103,Value monitoring,Window  1 -> 0,
2025-08-20T12:13:38.816,103,Value monitoring,Door 0 -> 1,
2025-08-20T12:13:38.834,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:13:38.843,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:13:48.685,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:13:48.692,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:13:58.883,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:13:58.892,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:14:06.672,103,Value monitoring,Window  0 -> 1,
2025-08-20T12:14:06.683,103,Value monitoring,Door 1 -> 0,
2025-08-20T12:14:06.693,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:14:06.701,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:14:19.078,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:14:19.097,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:14:28.965,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:14:28.975,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:14:36.605,103,Value monitoring,Window  1 -> 0,
2025-08-20T12:14:36.615,103,Value monitoring,Door 0 -> 1,
2025-08-20T12:14:39.006,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:14:39.034,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:14:48.813,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:14:48.847,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:14:58.707,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:14:58.733,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:15:06.520,103,Value monitoring,Window  0 -> 1,
2025-08-20T12:15:06.590,103,Value monitoring,Door 1 -> 0,
2025-08-20T12:15:09.037,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:15:09.044,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:15:18.846,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:15:18.851,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:15:28.714,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:15:28.719,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:15:38.833,103,Value monitoring,Window  1 -> 0,
2025-08-20T12:15:38.841,103,Value monitoring,Door 0 -> 1,
2025-08-20T12:15:38.851,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:15:38.859,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:15:49.100,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:15:49.111,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:15:59.108,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:15:59.115,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:16:06.576,103,Value monitoring,Door 1 -> 0,
2025-08-20T12:16:09.066,103,Value monitoring,Window  0 -> 1,
2025-08-20T12:16:09.072,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:16:09.083,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:16:19.323,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:16:19.332,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:16:29.241,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:16:29.251,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:16:39.086,103,Value monitoring,Window  1 -> 0,
2025-08-20T12:16:39.100,103,Value monitoring,Door 0 -> 1,
2025-08-20T12:16:39.110,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:16:39.118,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:16:49.231,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:16:49.257,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:16:59.235,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:16:59.286,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:17:09.200,103,Value monitoring,Window  0 -> 1,
2025-08-20T12:17:09.207,103,Value monitoring,Door 1 -> 0,
2025-08-20T12:17:09.224,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:17:09.234,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:17:18.638,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:17:18.648,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:17:28.662,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:17:28.668,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:17:38.987,103,Value monitoring,Window  1 -> 0,
2025-08-20T12:17:39.002,103,Value monitoring,Door 0 -> 1,
2025-08-20T12:17:39.018,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:17:39.035,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:17:48.983,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:17:48.990,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:17:58.641,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:17:58.652,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:18:08.991,103,Value monitoring,Window  0 -> 1,
2025-08-04T14:25:30.597,101,Value monitoring,Door 1 -> 0,
2025-08-04T14:25:36.803,101,Value monitoring,Door 0 -> 1,
2025-08-04T14:25:43.294,101,Value monitoring,Window  1 -> 0,
2025-08-19T08:57:03.985,101,Value monitoring,Door 1 -> 0,
2025-08-19T08:57:09.323,101,Value monitoring,Door 0 -> 1,
2025-08-20T12:18:09.002,103,Value monitoring,Door 1 -> 0,
2025-08-20T12:18:09.011,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:18:09.022,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:18:18.580,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:18:18.589,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:18:28.958,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:18:28.964,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:18:39.225,103,Value monitoring,Window  1 -> 0,
2025-08-20T12:18:39.230,103,Value monitoring,Door 0 -> 1,
2025-08-20T12:18:39.239,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:18:39.248,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:18:48.683,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:18:48.695,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:18:58.670,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:18:58.695,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:19:09.149,103,Value monitoring,Window  0 -> 1,
2025-08-20T12:19:09.177,103,Value monitoring,Door 1 -> 0,
2025-08-20T12:19:09.187,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:19:09.195,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:19:18.826,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:19:18.834,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:19:28.555,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:19:28.562,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:19:38.663,103,Value monitoring,Window  1 -> 0,
2025-08-20T12:19:38.677,103,Value monitoring,Door 0 -> 1,
2025-08-20T12:19:38.693,103,Value monitoring,DND 1 -> 0,
2025-08-20T12:19:38.701,103,Value monitoring,MUR 0 -> 1,
2025-08-20T12:19:48.338,103,Value monitoring,DND 0 -> 1,
2025-08-20T12:19:48.342,103,Value monitoring,MUR 1 -> 0,
2025-08-20T12:19:58.798,103,Value monitoring,DND 1 -> 0,
