Date,Room,Type,Description,Additional Description
2025-08-20T22:24:53.966,103,Value monitoring,Door 1 -> 0,
2025-08-01T08:51:51.372,101,Value monitoring,Door 0 -> 1,
2025-08-01T08:54:37.992,101,Value monitoring,Door 1 -> 0,
2025-08-01T08:54:41.252,101,Value monitoring,Door 0 -> 1,
2025-08-15T04:50:56.459,101,Value monitoring,Door 1 -> 0,
2025-08-20T07:37:59.820,103,Value monitoring,DND 0 -> 1,
2025-08-20T07:37:59.827,103,Value monitoring,MUR 1 -> 0,
2025-08-20T07:38:11.827,103,Value monitoring,DND 1 -> 0,
2025-08-20T07:38:11.841,103,Value monitoring,MUR 0 -> 1,
2025-08-20T07:38:18.942,103,Value monitoring,Window  1 -> 0,
2025-08-20T07:38:18.951,103,Value monitoring,Door 0 -> 1,
2025-08-20T07:38:21.565,103,Value monitoring,DND 0 -> 1,
2025-08-20T07:38:21.572,103,Value monitoring,MUR 1 -> 0,
2025-08-20T07:38:31.202,103,Value monitoring,DND 1 -> 0,
2025-08-20T07:38:31.211,103,Value monitoring,MUR 0 -> 1,
2025-08-20T07:38:41.068,103,Value monitoring,DND 0 -> 1,
2025-08-20T07:38:41.075,103,Value monitoring,MUR 1 -> 0,
2025-08-20T07:38:48.647,103,Value monitoring,Window  0 -> 1,
2025-08-20T07:38:48.656,103,Value monitoring,Door 1 -> 0,
2025-08-20T07:38:51.218,103,Value monitoring,DND 1 -> 0,
2025-08-20T07:38:51.231,103,Value monitoring,MUR 0 -> 1,
2025-08-20T07:39:01.156,103,Value monitoring,DND 0 -> 1,
2025-08-20T07:39:01.172,103,Value monitoring,MUR 1 -> 0,
2025-08-20T07:39:11.064,103,Value monitoring,DND 1 -> 0,
2025-08-20T07:39:11.070,103,Value monitoring,MUR 0 -> 1,
2025-08-20T07:39:18.623,103,Value monitoring,Window  1 -> 0,
2025-08-20T07:39:18.693,103,Value monitoring,Door 0 -> 1,
2025-08-20T07:39:21.078,103,Value monitoring,DND 0 -> 1,
2025-08-20T07:39:21.085,103,Value monitoring,MUR 1 -> 0,
2025-08-20T22:24:53.977,103,Value monitoring,DND 0 -> 1,
2025-08-20T22:24:53.993,103,Value monitoring,MUR 1 -> 0,
2025-08-20T22:25:03.823,103,Value monitoring,DND 1 -> 0,
2025-08-20T22:25:03.832,103,Value monitoring,MUR 0 -> 1,
2025-08-20T22:25:13.706,103,Value monitoring,DND 0 -> 1,
2025-08-20T22:25:13.716,103,Value monitoring,MUR 1 -> 0,
2025-08-20T22:25:23.466,103,Value monitoring,Window  1 -> 0,
2025-08-20T22:25:23.477,103,Value monitoring,Door 0 -> 1,
2025-08-20T22:25:26.117,103,Value monitoring,DND 1 -> 0,
2025-08-20T22:25:26.140,103,Value monitoring,MUR 0 -> 1,
2025-08-20T22:25:36.065,103,Value monitoring,DND 0 -> 1,
2025-08-20T22:25:36.098,103,Value monitoring,MUR 1 -> 0,
2025-08-20T22:25:43.781,103,Value monitoring,DND 1 -> 0,
2025-08-20T22:25:43.793,103,Value monitoring,MUR 0 -> 1,
2025-08-20T22:25:53.730,103,Value monitoring,Window  0 -> 1,
2025-08-20T22:25:53.764,103,Value monitoring,Door 1 -> 0,
2025-08-20T22:25:53.773,103,Value monitoring,DND 0 -> 1,
2025-08-20T22:25:53.790,103,Value monitoring,MUR 1 -> 0,
2025-08-20T22:26:03.711,103,Value monitoring,DND 1 -> 0,
2025-08-20T22:26:03.736,103,Value monitoring,MUR 0 -> 1,
2025-08-20T22:26:13.718,103,Value monitoring,DND 0 -> 1,
2025-08-20T22:26:13.731,103,Value monitoring,MUR 1 -> 0,
2025-08-20T22:26:23.616,103,Value monitoring,Window  1 -> 0,
2025-08-20T22:26:23.625,103,Value monitoring,Door 0 -> 1,
2025-08-20T22:26:26.245,103,Value monitoring,DND 1 -> 0,
2025-08-20T22:26:26.253,103,Value monitoring,MUR 0 -> 1,
2025-08-20T22:26:36.023,103,Value monitoring,DND 0 -> 1,
2025-08-20T22:26:36.029,103,Value monitoring,MUR 1 -> 0,
2025-08-01T09:04:05.482,101,Value monitoring,Door 1 -> 0,
2025-08-01T09:04:08.493,101,Value monitoring,Door 0 -> 1,
2025-08-15T04:57:08.642,101,Value monitoring,Window  1 -> 0,
2025-08-15T04:58:17.257,101,Value monitoring,Window  0 -> 1,
2025-08-15T04:58:55.629,101,Value monitoring,Window  1 -> 0,
2025-08-15T04:59:18.108,101,Value monitoring,Door 0 -> 1,
2025-08-20T07:39:30.990,103,Value monitoring,DND 1 -> 0,
2025-08-20T07:39:31,103,Value monitoring,MUR 0 -> 1,
2025-08-20T22:26:45.403,103,Value monitoring,DND 1 -> 0,
2025-08-20T22:26:45.429,103,Value monitoring,MUR 0 -> 1,
2025-08-20T22:26:52.869,103,Value monitoring,Window  0 -> 1,
2025-08-20T22:26:52.879,103,Value monitoring,Door 1 -> 0,
2025-08-20T22:26:55.603,103,Value monitoring,DND 0 -> 1,
2025-08-20T22:26:55.611,103,Value monitoring,MUR 1 -> 0,
2025-08-21T05:54:51.473,103,Value monitoring,DND 0 -> 1,
2025-08-21T05:54:51.495,103,Value monitoring,MUR 1 -> 0,
2025-08-21T05:54:56.483,103,Value monitoring,Window  1 -> 0,
2025-08-21T05:54:56.494,103,Value monitoring,Door 0 -> 1,
2025-08-21T05:55:01.631,103,Value monitoring,DND 1 -> 0,
2025-08-21T05:55:01.641,103,Value monitoring,MUR 0 -> 1,
2025-08-21T05:55:11.369,103,Value monitoring,DND 0 -> 1,
2025-08-21T05:55:11.376,103,Value monitoring,MUR 1 -> 0,
2025-08-21T05:55:21.623,103,Value monitoring,DND 1 -> 0,
2025-08-21T05:55:21.632,103,Value monitoring,MUR 0 -> 1,
2025-08-21T05:55:24.297,103,Value monitoring,Window  0 -> 1,
2025-08-21T05:55:24.303,103,Value monitoring,Door 1 -> 0,
2025-08-21T05:55:31.355,103,Value monitoring,DND 0 -> 1,
2025-08-21T05:55:31.361,103,Value monitoring,MUR 1 -> 0,
2025-08-21T05:55:40.953,103,Value monitoring,DND 1 -> 0,
2025-08-21T05:55:40.960,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:56:02.468,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:56:02.477,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:56:07.179,103,Value monitoring,Window  1 -> 0,
2025-08-21T08:56:07.184,103,Value monitoring,Door 0 -> 1,
2025-08-21T08:56:12.106,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:56:12.117,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:56:22.336,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:56:22.345,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:56:32.281,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:56:32.290,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:56:37.013,103,Value monitoring,Window  0 -> 1,
2025-08-21T08:56:37.017,103,Value monitoring,Door 1 -> 0,
2025-08-21T08:56:41.919,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:56:41.930,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:56:52.009,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:56:52.026,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:57:01.728,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:57:01.736,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:57:09.036,103,Value monitoring,Window  1 -> 0,
2025-08-21T08:57:09.047,103,Value monitoring,Door 0 -> 1,
2025-08-21T08:57:11.416,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:57:11.426,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:57:21.424,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:57:21.486,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:57:31.618,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:57:31.726,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:57:38.997,103,Value monitoring,Window  0 -> 1,
2025-08-21T08:57:39.004,103,Value monitoring,Door 1 -> 0,
2025-08-21T08:57:41.430,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:57:41.438,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:57:55.636,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:57:55.645,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:58:03.759,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:58:03.771,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:58:08.904,103,Value monitoring,Window  1 -> 0,
2025-08-21T08:58:08.913,103,Value monitoring,Door 0 -> 1,
2025-08-21T08:58:11.465,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:58:11.503,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:58:21.202,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:58:21.230,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:58:31.349,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:58:31.360,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:58:38.867,103,Value monitoring,Window  0 -> 1,
2025-08-21T08:58:38.877,103,Value monitoring,Door 1 -> 0,
2025-08-21T08:58:41.612,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:58:41.627,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:58:51.475,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:58:51.485,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:59:01.429,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:59:01.467,103,Value monitoring,MUR 1 -> 0,
2025-08-01T09:29:58.337,101,Value monitoring,Door 1 -> 0,
2025-08-01T09:30:01.726,101,Value monitoring,Door 0 -> 1,
2025-08-15T08:19:22.388,101,Value monitoring,Door 1 -> 0,
2025-08-15T08:19:30.009,101,Value monitoring,Door 0 -> 1,
2025-08-15T08:20:05.599,101,Value monitoring,Door 1 -> 0,
2025-08-15T08:20:10.600,101,Value monitoring,Door 0 -> 1,
2025-08-20T07:39:40.849,103,Value monitoring,DND 0 -> 1,
2025-08-20T07:39:40.856,103,Value monitoring,MUR 1 -> 0,
2025-08-20T07:39:48.756,103,Value monitoring,Window  0 -> 1,
2025-08-20T07:39:48.762,103,Value monitoring,Door 1 -> 0,
2025-08-20T07:39:51.216,103,Value monitoring,DND 1 -> 0,
2025-08-20T07:39:51.227,103,Value monitoring,MUR 0 -> 1,
2025-08-20T07:40:01.230,103,Value monitoring,DND 0 -> 1,
2025-08-20T07:40:01.241,103,Value monitoring,MUR 1 -> 0,
2025-08-20T22:27:07.248,103,Value monitoring,DND 1 -> 0,
2025-08-20T22:27:07.260,103,Value monitoring,MUR 0 -> 1,
2025-08-20T22:27:14.845,103,Value monitoring,DND 0 -> 1,
2025-08-20T22:27:14.853,103,Value monitoring,MUR 1 -> 0,
2025-08-21T05:55:51.031,103,Value monitoring,DND 0 -> 1,
2025-08-21T05:55:51.041,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:59:08.902,103,Value monitoring,Window  1 -> 0,
2025-08-21T08:59:09.009,103,Value monitoring,Door 0 -> 1,
2025-08-21T08:59:11.470,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:59:11.474,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:59:23.575,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:59:23.583,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:59:33.376,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:59:33.386,103,Value monitoring,MUR 0 -> 1,
2025-08-21T08:59:38.162,103,Value monitoring,Window  0 -> 1,
2025-08-21T08:59:38.168,103,Value monitoring,Door 1 -> 0,
2025-08-21T08:59:43.202,103,Value monitoring,DND 0 -> 1,
2025-08-21T08:59:43.215,103,Value monitoring,MUR 1 -> 0,
2025-08-21T08:59:52.942,103,Value monitoring,DND 1 -> 0,
2025-08-21T08:59:52.951,103,Value monitoring,MUR 0 -> 1,
2025-08-21T09:00:02.777,103,Value monitoring,DND 0 -> 1,
2025-08-21T09:00:02.802,103,Value monitoring,MUR 1 -> 0,
2025-08-21T09:00:07.636,103,Value monitoring,Window  1 -> 0,
2025-08-21T09:00:07.646,103,Value monitoring,Door 0 -> 1,
2025-08-21T09:00:12.715,103,Value monitoring,DND 1 -> 0,
2025-08-21T09:00:12.737,103,Value monitoring,MUR 0 -> 1,
2025-08-21T09:00:22.644,103,Value monitoring,DND 0 -> 1,
2025-08-21T09:00:22.650,103,Value monitoring,MUR 1 -> 0,
2025-08-21T09:00:32.564,103,Value monitoring,DND 1 -> 0,
2025-08-21T09:00:32.574,103,Value monitoring,MUR 0 -> 1,
2025-08-21T09:00:37.333,103,Value monitoring,Window  0 -> 1,
2025-08-21T09:00:37.348,103,Value monitoring,Door 1 -> 0,
2025-08-21T09:00:42.192,103,Value monitoring,DND 0 -> 1,
2025-08-21T09:00:42.199,103,Value monitoring,MUR 1 -> 0,
2025-08-21T09:00:52.460,103,Value monitoring,DND 1 -> 0,
2025-08-21T09:00:52.465,103,Value monitoring,MUR 0 -> 1,
2025-08-21T09:01:02.488,103,Value monitoring,DND 0 -> 1,
2025-08-21T09:01:02.506,103,Value monitoring,MUR 1 -> 0,
2025-08-21T09:01:07.687,103,Value monitoring,Window  1 -> 0,
2025-08-21T09:01:07.703,103,Value monitoring,Door 0 -> 1,
2025-08-21T09:01:13.076,103,Value monitoring,DND 1 -> 0,
2025-08-21T09:01:13.086,103,Value monitoring,MUR 0 -> 1,
2025-08-21T09:01:23.113,103,Value monitoring,DND 0 -> 1,
2025-08-21T09:01:23.123,103,Value monitoring,MUR 1 -> 0,
2025-08-21T09:01:32.642,103,Value monitoring,DND 1 -> 0,
2025-08-21T09:01:32.649,103,Value monitoring,MUR 0 -> 1,
2025-08-21T09:01:37.490,103,Value monitoring,Window  0 -> 1,
2025-08-21T09:01:37.605,103,Value monitoring,Door 1 -> 0,
2025-08-21T09:01:42.500,103,Value monitoring,DND 0 -> 1,
2025-08-21T09:01:42.587,103,Value monitoring,MUR 1 -> 0,
2025-08-21T09:01:52.545,103,Value monitoring,DND 1 -> 0,
2025-08-21T09:01:52.554,103,Value monitoring,MUR 0 -> 1,
2025-08-21T09:02:02.186,103,Value monitoring,DND 0 -> 1,
2025-08-21T09:02:02.195,103,Value monitoring,MUR 1 -> 0,
2025-08-21T09:02:09.474,103,Value monitoring,Window  1 -> 0,
2025-08-21T09:02:09.484,103,Value monitoring,Door 0 -> 1,
2025-08-21T09:02:12,103,Value monitoring,DND 1 -> 0,
2025-08-21T09:02:12.007,103,Value monitoring,MUR 0 -> 1,
2025-08-21T09:02:24.681,103,Value monitoring,DND 0 -> 1,
2025-08-21T09:02:24.715,103,Value monitoring,MUR 1 -> 0,
2025-08-21T09:02:31.979,103,Value monitoring,DND 1 -> 0,
2025-08-21T09:02:31.997,103,Value monitoring,MUR 0 -> 1,
2025-08-21T09:02:39.788,103,Value monitoring,Window  0 -> 1,
2025-08-21T09:02:39.795,103,Value monitoring,Door 1 -> 0,
2025-08-21T09:02:42.138,103,Value monitoring,DND 0 -> 1,
2025-08-21T09:02:42.144,103,Value monitoring,MUR 1 -> 0,
2025-08-01T09:30:58.216,101,Value monitoring,Door 1 -> 0,
2025-08-01T09:31:01.365,101,Value monitoring,Door 0 -> 1,
2025-08-15T08:30:54.483,101,Value monitoring,Door 1 -> 0,
2025-08-15T08:30:59.318,101,Value monitoring,Door 0 -> 1,
2025-08-20T07:40:10.909,103,Value monitoring,DND 1 -> 0,
2025-08-20T07:40:10.916,103,Value monitoring,MUR 0 -> 1,
2025-08-20T07:40:18.450,103,Value monitoring,Window  1 -> 0,
2025-08-20T07:40:18.481,103,Value monitoring,Door 0 -> 1,
2025-08-20T07:40:20.810,103,Value monitoring,DND 0 -> 1,
2025-08-20T07:40:20.835,103,Value monitoring,MUR 1 -> 0,
2025-08-20T22:27:24.823,103,Value monitoring,Window  1 -> 0,
2025-08-20T22:27:24.838,103,Value monitoring,Door 0 -> 1,
2025-08-20T22:27:24.850,103,Value monitoring,DND 1 -> 0,
2025-08-20T22:27:24.867,103,Value monitoring,MUR 0 -> 1,
2025-08-20T22:27:34.541,103,Value monitoring,DND 0 -> 1,
2025-08-20T22:27:34.617,103,Value monitoring,MUR 1 -> 0,
2025-08-20T22:27:44.219,103,Value monitoring,DND 1 -> 0,
2025-08-20T22:27:44.231,103,Value monitoring,MUR 0 -> 1,
2025-08-20T22:27:54.417,103,Value monitoring,Window  0 -> 1,
2025-08-20T22:27:54.429,103,Value monitoring,Door 1 -> 0,
2025-08-20T22:27:54.438,103,Value monitoring,DND 0 -> 1,
2025-08-20T22:27:54.451,103,Value monitoring,MUR 1 -> 0,
2025-08-20T22:28:06.714,103,Value monitoring,DND 1 -> 0,
2025-08-20T22:28:06.740,103,Value monitoring,MUR 0 -> 1,
2025-08-20T22:28:14.193,103,Value monitoring,DND 0 -> 1,
2025-08-20T22:28:14.201,103,Value monitoring,MUR 1 -> 0,
2025-08-20T22:28:24.419,103,Value monitoring,Window  1 -> 0,
2025-08-20T22:28:24.438,103,Value monitoring,Door 0 -> 1,
2025-08-20T22:28:24.449,103,Value monitoring,DND 1 -> 0,
2025-08-20T22:28:24.498,103,Value monitoring,MUR 0 -> 1,
2025-08-21T05:55:55.989,103,Value monitoring,Window  1 -> 0,
2025-08-21T05:55:56.001,103,Value monitoring,Door 0 -> 1,
2025-08-21T05:56:01.095,103,Value monitoring,DND 1 -> 0,
2025-08-21T05:56:01.107,103,Value monitoring,MUR 0 -> 1,
2025-08-21T05:56:11.075,103,Value monitoring,DND 0 -> 1,
2025-08-21T05:56:11.081,103,Value monitoring,MUR 1 -> 0,
2025-08-21T05:56:21.344,103,Value monitoring,DND 1 -> 0,
2025-08-21T05:56:21.352,103,Value monitoring,MUR 0 -> 1,
2025-08-21T05:56:26.213,103,Value monitoring,Window  0 -> 1,
2025-08-21T05:56:26.222,103,Value monitoring,Door 1 -> 0,
2025-08-21T05:56:31.061,103,Value monitoring,DND 0 -> 1,
2025-08-21T05:56:31.072,103,Value monitoring,MUR 1 -> 0,
2025-08-21T05:56:40.840,103,Value monitoring,DND 1 -> 0,
2025-08-21T05:56:40.848,103,Value monitoring,MUR 0 -> 1,
2025-08-21T05:56:50.605,103,Value monitoring,DND 0 -> 1,
2025-08-21T05:56:50.610,103,Value monitoring,MUR 1 -> 0,
2025-08-21T05:56:55.402,103,Value monitoring,Window  1 -> 0,
2025-08-21T05:56:55.412,103,Value monitoring,Door 0 -> 1,
2025-08-21T05:57:02.756,103,Value monitoring,DND 1 -> 0,
2025-08-21T05:57:02.767,103,Value monitoring,MUR 0 -> 1,
2025-08-21T05:57:10.654,103,Value monitoring,DND 0 -> 1,
2025-08-21T05:57:10.660,103,Value monitoring,MUR 1 -> 0,
2025-08-21T05:57:21.133,103,Value monitoring,DND 1 -> 0,
2025-08-21T05:57:21.140,103,Value monitoring,MUR 0 -> 1,
2025-08-21T05:57:25.959,103,Value monitoring,Window  0 -> 1,
2025-08-21T05:57:25.965,103,Value monitoring,Door 1 -> 0,
2025-08-21T05:57:31.011,103,Value monitoring,DND 0 -> 1,
2025-08-21T05:57:31.015,103,Value monitoring,MUR 1 -> 0,
2025-08-21T05:57:40.758,103,Value monitoring,DND 1 -> 0,
2025-08-21T05:57:40.769,103,Value monitoring,MUR 0 -> 1,
2025-08-21T05:57:50.786,103,Value monitoring,DND 0 -> 1,
2025-08-21T05:57:50.791,103,Value monitoring,MUR 1 -> 0,
2025-08-21T05:57:55.975,103,Value monitoring,Window  1 -> 0,
2025-08-21T05:57:55.990,103,Value monitoring,Door 0 -> 1,
2025-08-21T05:58:00.854,103,Value monitoring,DND 1 -> 0,
2025-08-21T05:58:00.868,103,Value monitoring,MUR 0 -> 1,
2025-08-21T05:58:10.611,103,Value monitoring,DND 0 -> 1,
2025-08-21T05:58:10.618,103,Value monitoring,MUR 1 -> 0,
2025-08-01T09:40:15.664,101,Value monitoring,Door 1 -> 0,
2025-08-01T09:40:18.925,101,Value monitoring,Door 0 -> 1,
2025-08-01T09:42:33.938,101,Value monitoring,Door 1 -> 0,
2025-08-01T09:42:37.671,101,Value monitoring,Door 0 -> 1,
2025-08-15T08:33:46.022,101,Value monitoring,Window  0 -> 1,
2025-08-15T08:33:48.527,101,Value monitoring,Window  1 -> 0,
2025-08-20T07:40:31.119,103,Value monitoring,DND 1 -> 0,
2025-08-20T07:40:31.143,103,Value monitoring,MUR 0 -> 1,
2025-08-20T07:40:41.275,103,Value monitoring,DND 0 -> 1,
2025-08-20T07:40:41.287,103,Value monitoring,MUR 1 -> 0,
2025-08-20T07:40:48.505,103,Value monitoring,Window  0 -> 1,
2025-08-20T07:40:48.516,103,Value monitoring,Door 1 -> 0,
2025-08-20T07:40:50.933,103,Value monitoring,DND 1 -> 0,
2025-08-20T07:40:50.955,103,Value monitoring,MUR 0 -> 1,
2025-08-20T07:41:00.732,103,Value monitoring,DND 0 -> 1,
2025-08-20T07:41:00.739,103,Value monitoring,MUR 1 -> 0,
2025-08-20T07:41:10.280,103,Value monitoring,DND 1 -> 0,
2025-08-20T07:41:10.290,103,Value monitoring,MUR 0 -> 1,
2025-08-20T07:41:17.786,103,Value monitoring,Window  1 -> 0,
2025-08-20T07:41:17.795,103,Value monitoring,Door 0 -> 1,
2025-08-20T07:41:20.328,103,Value monitoring,DND 0 -> 1,
2025-08-20T07:41:20.336,103,Value monitoring,MUR 1 -> 0,
2025-08-20T22:28:34.374,103,Value monitoring,DND 0 -> 1,
2025-08-20T22:28:34.387,103,Value monitoring,MUR 1 -> 0,
2025-08-20T22:28:44.218,103,Value monitoring,DND 1 -> 0,
2025-08-20T22:28:44.228,103,Value monitoring,MUR 0 -> 1,
2025-08-20T22:28:54.265,103,Value monitoring,Window  0 -> 1,
2025-08-20T22:28:54.279,103,Value monitoring,Door 1 -> 0,
2025-08-20T22:28:54.287,103,Value monitoring,DND 0 -> 1,
2025-08-20T22:28:54.296,103,Value monitoring,MUR 1 -> 0,
2025-08-20T22:29:04.312,103,Value monitoring,DND 1 -> 0,
2025-08-20T22:29:04.321,103,Value monitoring,MUR 0 -> 1,
2025-08-20T22:29:14.649,103,Value monitoring,DND 0 -> 1,
2025-08-20T22:29:14.660,103,Value monitoring,MUR 1 -> 0,
2025-08-21T05:58:22.699,103,Value monitoring,DND 1 -> 0,
2025-08-21T05:58:22.708,103,Value monitoring,MUR 0 -> 1,
2025-08-21T05:58:25.126,103,Value monitoring,Window  0 -> 1,
2025-08-21T05:58:26.450,103,Value monitoring,Door 1 -> 0,
2025-08-21T05:58:31.158,103,Value monitoring,DND 0 -> 1,
2025-08-21T05:58:31.264,103,Value monitoring,MUR 1 -> 0,
2025-08-21T05:58:40.849,103,Value monitoring,DND 1 -> 0,
2025-08-21T05:58:40.860,103,Value monitoring,MUR 0 -> 1,
2025-08-21T05:58:51.190,103,Value monitoring,DND 0 -> 1,
2025-08-21T05:58:51.221,103,Value monitoring,MUR 1 -> 0,
2025-08-21T05:58:56.013,103,Value monitoring,Window  1 -> 0,
2025-08-21T05:58:56.024,103,Value monitoring,Door 0 -> 1,
2025-08-21T05:59:03.301,103,Value monitoring,DND 1 -> 0,
2025-08-21T05:59:03.307,103,Value monitoring,MUR 0 -> 1,
2025-08-21T05:59:12.740,103,Value monitoring,DND 0 -> 1,
2025-08-21T05:59:12.760,103,Value monitoring,MUR 1 -> 0,
2025-08-21T05:59:22.497,103,Value monitoring,DND 1 -> 0,
2025-08-21T05:59:22.505,103,Value monitoring,MUR 0 -> 1,
2025-08-21T05:59:24.887,103,Value monitoring,Window  0 -> 1,
2025-08-21T05:59:24.896,103,Value monitoring,Door 1 -> 0,
2025-08-21T05:59:32.451,103,Value monitoring,DND 0 -> 1,
2025-08-21T05:59:32.461,103,Value monitoring,MUR 1 -> 0,
2025-08-21T05:59:42.173,103,Value monitoring,DND 1 -> 0,
2025-08-21T05:59:42.182,103,Value monitoring,MUR 0 -> 1,
2025-08-21T05:59:51.711,103,Value monitoring,DND 0 -> 1,
2025-08-21T05:59:51.720,103,Value monitoring,MUR 1 -> 0,
2025-08-21T05:59:56.626,103,Value monitoring,Window  1 -> 0,
2025-08-21T05:59:56.636,103,Value monitoring,Door 0 -> 1,
2025-08-21T06:00:01.510,103,Value monitoring,DND 1 -> 0,
2025-08-21T06:00:01.514,103,Value monitoring,MUR 0 -> 1,
2025-08-21T06:00:11.365,103,Value monitoring,DND 0 -> 1,
2025-08-21T06:00:11.373,103,Value monitoring,MUR 1 -> 0,
2025-08-21T06:00:21.186,103,Value monitoring,DND 1 -> 0,
2025-08-21T06:00:21.197,103,Value monitoring,MUR 0 -> 1,
2025-08-21T06:00:25.974,103,Value monitoring,Window  0 -> 1,
2025-08-21T06:00:26.005,103,Value monitoring,Door 1 -> 0,
2025-08-21T06:00:33.253,103,Value monitoring,DND 0 -> 1,
2025-08-21T06:00:33.263,103,Value monitoring,MUR 1 -> 0,
2025-08-21T06:00:42.940,103,Value monitoring,DND 1 -> 0,
2025-08-21T06:00:42.949,103,Value monitoring,MUR 0 -> 1,
2025-08-21T06:00:52.715,103,Value monitoring,DND 0 -> 1,
2025-08-21T06:00:52.722,103,Value monitoring,MUR 1 -> 0,
2025-08-21T06:00:55.078,103,Value monitoring,Window  1 -> 0,
2025-08-21T06:00:55.102,103,Value monitoring,Door 0 -> 1,
2025-08-01T09:51:40.755,101,Value monitoring,Door 1 -> 0,
2025-08-01T09:51:47.444,101,Value monitoring,Door 0 -> 1,
2025-08-01T09:52:14.138,101,Value monitoring,Door 1 -> 0,
2025-08-01T09:52:17.859,101,Value monitoring,Door 0 -> 1,
2025-08-01T09:52:58.500,101,Value monitoring,Door 1 -> 0,
2025-08-01T09:53:04.810,101,Value monitoring,Door 0 -> 1,
2025-08-15T08:38:17.977,101,Value monitoring,Door 1 -> 0,
2025-08-15T08:38:23.313,101,Value monitoring,Door 0 -> 1,
2025-08-15T08:38:54.230,101,Value monitoring,Door 1 -> 0,
2025-08-15T08:38:56.711,101,Value monitoring,Door 0 -> 1,
2025-08-20T07:41:32.065,103,Value monitoring,DND 1 -> 0,
2025-08-20T07:41:32.076,103,Value monitoring,MUR 0 -> 1,
2025-08-20T07:41:41.873,103,Value monitoring,DND 0 -> 1,
2025-08-20T07:41:41.884,103,Value monitoring,MUR 1 -> 0,
2025-08-20T07:41:49.012,103,Value monitoring,Window  0 -> 1,
2025-08-20T07:41:49.023,103,Value monitoring,Door 1 -> 0,
2025-08-20T07:41:51.428,103,Value monitoring,DND 1 -> 0,
2025-08-20T07:41:51.435,103,Value monitoring,MUR 0 -> 1,
2025-08-20T07:42:01.279,103,Value monitoring,DND 0 -> 1,
2025-08-20T07:42:01.307,103,Value monitoring,MUR 1 -> 0,
2025-08-20T07:42:11.059,103,Value monitoring,DND 1 -> 0,
2025-08-20T07:42:11.068,103,Value monitoring,MUR 0 -> 1,
2025-08-20T22:29:24.795,103,Value monitoring,Window  1 -> 0,
2025-08-20T22:29:24.807,103,Value monitoring,Door 0 -> 1,
2025-08-20T22:29:24.818,103,Value monitoring,DND 1 -> 0,
2025-08-20T22:29:24.826,103,Value monitoring,MUR 0 -> 1,
2025-08-20T22:29:34.929,103,Value monitoring,DND 0 -> 1,
2025-08-20T22:29:34.936,103,Value monitoring,MUR 1 -> 0,
2025-08-20T22:29:45.119,103,Value monitoring,DND 1 -> 0,
2025-08-20T22:29:45.126,103,Value monitoring,MUR 0 -> 1,
2025-08-21T06:01:02.496,103,Value monitoring,DND 1 -> 0,
2025-08-21T06:01:02.505,103,Value monitoring,MUR 0 -> 1,
